FilePath,PackingType,Emoji1,Emoji2,Emoji3,Emoji4,Emoji5,Emoji6,Emoji7,Emoji8
../data/processed/classic-dobble-224-px/classic-dobble-224-px_001.png,ccir,bomb,cactus,bison,carrot,anchor,babybottle,candle,cheesewedge
../data/processed/classic-dobble-224-px/classic-dobble-224-px_002.png,ccir,droplet,chesspawn,deciduoustree,anchor,drunkperson,clownface,dragon,dogface
../data/processed/classic-dobble-224-px/classic-dobble-224-px_003.png,ccib,grinningcatwithsmilingeyes,fire,hammer,fourleafclover,ghost,greenapple,anchor,eye
../data/processed/classic-dobble-224-px/classic-dobble-224-px_004.png,cci,ladybeetle,heart,handwithfingerssplayed,highheeledshoe,anchor,ice,key,highvoltage
../data/processed/classic-dobble-224-px/classic-dobble-224-px_005.png,ccis,anchor,mountfuji,mouth,locked,lightbulb,lastquartermoonface,mapleleaf,microbe
../data/processed/classic-dobble-224-px/classic-dobble-224-px_006.png,ccis,musicalscore,anchor,redexclamationmark,redquestionmark,rosette,oncomingpolicecar,pencil,scissors
../data/processed/classic-dobble-224-px/classic-dobble-224-px_007.png,ccir,spiderweb,stopsign,snowmanwithoutsnow,spoutingwhale,spider,skullandcrossbones,snowflake,anchor
../data/processed/classic-dobble-224-px/classic-dobble-224-px_008.png,ccib,turtle,yinyang,timer,sunglasses,trex,sunwithface,twitter,anchor
../data/processed/classic-dobble-224-px/classic-dobble-224-px_009.png,cci,sunglasses,babybottle,lastquartermoonface,eye,chesspawn,skullandcrossbones,musicalscore,handwithfingerssplayed
../data/processed/classic-dobble-224-px/classic-dobble-224-px_010.png,ccir,lightbulb,oncomingpolicecar,sunwithface,fire,heart,snowflake,babybottle,clownface
../data/processed/classic-dobble-224-px/classic-dobble-224-px_011.png,ccic,timer,highheeledshoe,locked,babybottle,snowmanwithoutsnow,pencil,fourleafclover,deciduoustree
../data/processed/classic-dobble-224-px/classic-dobble-224-px_012.png,cci,mapleleaf,spider,highvoltage,trex,redexclamationmark,ghost,babybottle,dogface
